,index,created_at,id,user id,full_text,localidad,retweet_count,favorite_count,clasification,tidy_text,CleanTweets,TokenizeTweetsTidy_text
320,1537,29/10/2020 06:11,1.32e+18,132250199.0,@georgev95867235 @IKE0908 @Mily_Ortiz Y luego la culpa es del Presidente  Andrés Manuel López Obrador y del Dr.  Hugo López Gattel. Así no se puede CARAJO!!!!,"León, Guanajuato",0,0,0.0,@georgev95867235 @ike0908 @mily_ortiz luego culpa presidente andres manuel lopez obrador dr. hugo lopez gattel. asi puede carajo,georgev95867235 ike0908 mily_ortiz luego culpa presidente andres manuel lopez obrador dr. hugo lopez gattel. asi puede carajo,"['georgev95867235', 'ike0908', 'mily_ortiz', 'luego', 'culpa', 'presidente', 'andres', 'manuel', 'lopez', 'obrador', 'dr.', 'hugo', 'lopez', 'gattel', '.', 'asi', 'puede', 'carajo']"
321,1546,29/10/2020 06:10,1.32e+18,1.27492e+18,@Berexun Y todavía le dijo que no dejaba de hacerlo porque era Nota. Y ahora resulta que AMLO tuvo la culpa y lo presiona. Si Chucha y la nieve de qué sabor la quiere Lord Montajes ?,,0,0,0.0,@berexun todavia dijo dejaba hacerlo nota. ahora resulta amlo culpa presiona. si chucha nieve sabor quiere lord montajes,berexun todavia dijo dejaba hacerlo nota. ahora resulta amlo culpa presiona. si chucha nieve sabor quiere lord montajes,"['berexun', 'todavia', 'dijo', 'dejaba', 'hacerlo', 'nota', '.', 'ahora', 'resulta', 'amlo', 'culpa', 'presiona', '.', 'si', 'chucha', 'nieve', 'sabor', 'quiere', 'lord', 'montajes']"
322,1548,29/10/2020 06:10,1.32e+18,36204276.0,#EnVivo: ¡Sorprendente acuerdo de la #4T para evitar corrupción en #TrenMaya!. @youtube ¿Me ayudas a compartir? https://t.co/M0ckRHBzk2 +,México,0,1,0.0,#envivo: sorprendente acuerdo #4t evitar corrupcion #trenmaya @youtube ayudas compartir https://t.co/m0ckrhbzk2 +,envivo: sorprendente acuerdo 4t evitar corrupcion trenmaya youtube ayudas compartir  +,"['envivo', ':', 'sorprendente', 'acuerdo', '4t', 'evitar', 'corrupcion', 'trenmaya', 'youtube', 'ayudas', 'compartir', '+']"
323,1562,30/10/2020 07:10,1.32e+18,1.31439e+18,"@Charly_Corp @TigreCharroOf U sus Estados otra vez con rebrote de covid, seguro van a decir que es culpa de amlo",,0,0,0.0,@charly_corp @tigrecharroof vez rebrote covid seguro van decir culpa amlo,charly_corp tigrecharroof vez rebrote covid seguro van decir culpa amlo,"['charly_corp', 'tigrecharroof', 'vez', 'rebrote', 'covid', 'seguro', 'van', 'decir', 'culpa', 'amlo']"
324,1565,30/10/2020 07:09,1.32e+18,9.09215e+17,"@lizzimedina1 @Trafico_ZMG Pruebas Amlo? Que no fue al revés? Los datos que pone Alfaro son de la secretaria de hacienda, puedes verificarlo tú misma. Si de verdad te interesa saber la verdad, si sólo sientes placer por ser una empinada adelante, ahí síguele.","Zapopan, Jalisco",0,0,0.0,@lizzimedina1 @trafico_zmg pruebas amlo reves datos pone alfaro secretaria hacienda puedes verificarlo misma. si verdad interesa saber verdad si solo sientes placer ser empinada adelante ahi siguele.,lizzimedina1 trafico_zmg pruebas amlo reves datos pone alfaro secretaria hacienda puedes verificarlo misma. si verdad interesa saber verdad si solo sientes placer ser empinada adelante ahi siguele.,"['lizzimedina1', 'trafico_zmg', 'pruebas', 'amlo', 'reves', 'datos', 'pone', 'alfaro', 'secretaria', 'hacienda', 'puedes', 'verificarlo', 'misma', '.', 'si', 'verdad', 'interesa', 'saber', 'verdad', 'si', 'solo', 'sientes', 'placer', 'ser', 'empinada', 'adelante', 'ahi', 'siguele', '.']"
325,1571,30/10/2020 07:07,1.32e+18,74933549.0,@LaCardiel9 Muy de la 4T,Veracruz de Ignacio de la Llav,0,1,0.0,@lacardiel9 4t,lacardiel9 4t,"['lacardiel9', '4t']"
326,1573,30/10/2020 07:07,1.32e+18,1.0773e+18,"@JeSuis34C @vissaeusmorenae Excelente Brenda, me encanto tu historia, que bien por tu Padre un gran hombre y tu a ejemplo de el una gran mujer toda una Guerrera, te felicito y gracias por seguir a nuestro Presidente AMLO sigue con esa humildad, con los pies en la tierra y el corazón en las nubes.
🙋🏻‍♂️😘",,0,0,0.0,@jesuis34c @vissaeusmorenae excelente brenda encanto historia bien padre gran hombre ejemplo gran mujer toda guerrera felicito gracias seguir presidente amlo sigue humildad pies tierra corazon nubes. 🙋🏻‍♂️😘,jesuis34c vissaeusmorenae excelente brenda encanto historia bien padre gran hombre ejemplo gran mujer toda guerrera felicito gracias seguir presidente amlo sigue humildad pies tierra corazon nubes. 🙋🏻‍♂️😘,"['jesuis34c', 'vissaeusmorenae', 'excelente', 'brenda', 'encanto', 'historia', 'bien', 'padre', 'gran', 'hombre', 'ejemplo', 'gran', 'mujer', 'toda', 'guerrera', 'felicito', 'gracias', 'seguir', 'presidente', 'amlo', 'sigue', 'humildad', 'pies', 'tierra', 'corazon', 'nubes', '.', '🙋🏻\u200d♂️😘']"
327,1575,30/10/2020 07:07,1.32e+18,1.23866e+18,@yimboroyimboro @alegvilla1 @CelesteSaenzM @GobiernoMX @Hacienda_Mexico Viva AMLO!!,,0,0,0.0,@yimboroyimboro @alegvilla1 @celestesaenzm @gobiernomx @hacienda_mexico viva amlo,yimboroyimboro alegvilla1 celestesaenzm gobiernomx hacienda_mexico viva amlo,"['yimboroyimboro', 'alegvilla1', 'celestesaenzm', 'gobiernomx', 'hacienda_mexico', 'viva', 'amlo']"
328,1581,30/10/2020 07:06,1.32e+18,243008549.0,"LIC. ANDRÉS MANUEL CHÁVEZ OBRADOR. 

PRESIMIENTE DE LA UNIÓN DE REPÚBLICAS SOVIÉTICAS SOCIALISTA DE AMÉRICA. 

U.R.S.S.A https://t.co/6g3JMjkgX1",,0,0,0.0,lic. andres manuel chavez obrador. presimiente union republicas sovieticas socialista america. u.r.s.s.a https://t.co/6g3jmjkgx1,lic. andres manuel chavez obrador. presimiente union republicas sovieticas socialista america.  ,"['lic', '.', 'andres', 'manuel', 'chavez', 'obrador', '.', 'presimiente', 'union', 'republicas', 'sovieticas', 'socialista', 'america', '.']"
329,1582,30/10/2020 07:06,1.32e+18,65008437.0,¿Estos son los que acusan a AMLO de gobernar con distractores? https://t.co/rVaFTZ0uA8,México,0,0,0.0,acusan amlo gobernar distractores https://t.co/rvaftz0ua8,acusan amlo gobernar distractores ,"['acusan', 'amlo', 'gobernar', 'distractores']"
330,1587,30/10/2020 07:05,1.32e+18,552192255.0,"@JohnMAckerman @sabinaberman @lopezobrador_ @HLGatell yo la apoyo, hace unos días todavía el dr Gatell dijo ""el cubrebocas no sirve para protegernos sino para no contagiar"", la población necesita una clara información de q hacer, precisa y firme y la autoridad vigilar se cumpla, sin abusos,  AMLO y el gabinete poner el ejemplo..",,0,0,0.0,@johnmackerman @sabinaberman @lopezobrador_ @hlgatell apoyo hace dias todavia dr gatell dijo cubrebocas sirve protegernos sino contagiar poblacion necesita clara informacion hacer precisa firme autoridad vigilar cumpla abusos amlo gabinete poner ejemplo,johnmackerman sabinaberman lopezobrador_ hlgatell apoyo hace dias todavia dr gatell dijo cubrebocas sirve protegernos sino contagiar poblacion necesita clara informacion hacer precisa firme autoridad vigilar cumpla abusos amlo gabinete poner ejemplo,"['johnmackerman', 'sabinaberman', 'lopezobrador_', 'hlgatell', 'apoyo', 'hace', 'dias', 'todavia', 'dr', 'gatell', 'dijo', 'cubrebocas', 'sirve', 'protegernos', 'sino', 'contagiar', 'poblacion', 'necesita', 'clara', 'informacion', 'hacer', 'precisa', 'firme', 'autoridad', 'vigilar', 'cumpla', 'abusos', 'amlo', 'gabinete', 'poner', 'ejemplo']"
331,1591,30/10/2020 07:05,1.32e+18,1.28931e+18,"No existe un ataque a las energías limpias... existe una defensa a la soberanía y un repudio a los contratos tramposos con empresas involucradas mañosamente con políticos ladrones. 

Todo lo que se hacía en mí México lindo y querido era simulación y saqueo inclemente. 
Viva la 4T",,0,0,0.0,existe ataque energias limpias existe defensa soberania repudio contratos tramposos empresas involucradas mañosamente politicos ladrones. hacia mexico lindo querido simulacion saqueo inclemente. viva 4t,existe ataque energias limpias existe defensa soberania repudio contratos tramposos empresas involucradas mañosamente politicos ladrones. hacia mexico lindo querido simulacion saqueo inclemente. viva 4t,"['existe', 'ataque', 'energias', 'limpias', 'existe', 'defensa', 'soberania', 'repudio', 'contratos', 'tramposos', 'empresas', 'involucradas', 'mañosamente', 'politicos', 'ladrones', '.', 'hacia', 'mexico', 'lindo', 'querido', 'simulacion', 'saqueo', 'inclemente', '.', 'viva', '4t']"
332,1599,30/10/2020 07:03,1.32e+18,382245098.0,@Oli033 @iann58 Completamente de acuerdo. México despertó para bien. Lo que hace AMLO ya nadie lo borrará y nosotros al igual que él diario hacemos historia.,Edomex,0,0,0.0,@oli033 @iann58 completamente acuerdo. mexico desperto bien. hace amlo nadie borrara igual diario hacemos historia.,oli033 iann58 completamente acuerdo. mexico desperto bien. hace amlo nadie borrara igual diario hacemos historia.,"['oli033', 'iann58', 'completamente', 'acuerdo', '.', 'mexico', 'desperto', 'bien', '.', 'hace', 'amlo', 'nadie', 'borrara', 'igual', 'diario', 'hacemos', 'historia', '.']"
333,1604,30/10/2020 07:03,1.32e+18,129610269.0,@viajerocomm @pzarater Estás cegado por tu odio a AMLO.,,0,0,0.0,@viajerocomm @pzarater cegado odio amlo.,viajerocomm pzarater cegado odio amlo.,"['viajerocomm', 'pzarater', 'cegado', 'odio', 'amlo', '.']"
334,1607,30/10/2020 07:02,1.32e+18,546410606.0,"@Diego_CreGa @WeraReynoso @lopezobrador_ @RicardoMonrealA @mario_delgado Esperemos que pronto esto se corrija , cuando te pega más directo la ineptitud es cuando mas agarras vuelo para criticar a la 4T",,0,0,0.0,@diego_crega @werareynoso @lopezobrador_ @ricardomonreala @mario_delgado esperemos pronto corrija pega mas directo ineptitud mas agarras vuelo criticar 4t,diego_crega werareynoso lopezobrador_ ricardomonreala mario_delgado esperemos pronto corrija pega mas directo ineptitud mas agarras vuelo criticar 4t,"['diego_crega', 'werareynoso', 'lopezobrador_', 'ricardomonreala', 'mario_delgado', 'esperemos', 'pronto', 'corrija', 'pega', 'mas', 'directo', 'ineptitud', 'mas', 'agarras', 'vuelo', 'criticar', '4t']"
335,1611,30/10/2020 07:01,1.32e+18,1.05136e+18,@tatclouthier @CarlosA66823911 igual mi gallo pero no me preocupo porque se que le esperan cosas mejores dentro de la 4T,,0,0,0.0,@tatclouthier @carlosa66823911 igual gallo preocupo esperan cosas mejores dentro 4t,tatclouthier carlosa66823911 igual gallo preocupo esperan cosas mejores dentro 4t,"['tatclouthier', 'carlosa66823911', 'igual', 'gallo', 'preocupo', 'esperan', 'cosas', 'mejores', 'dentro', '4t']"
336,1615,30/10/2020 07:00,1.32e+18,224862671.0,"@GerardoVelzque1 @iann58 Siii!! Soy 1000% AMLO!! 👏👏❤️🇲🇽❤️
Estamos del lado correcto de la historia, se siente bien esto. Q vergüenza hacer historia como lo peor, por ej: Loret, Felipe Calderón, García Luna, Peña N. Dresser, etc. Algún día en muchos años más, serán recordados como lo peor de esta época",,2,3,0.0,@gerardovelzque1 @iann58 siii 1000% amlo 👏👏❤️🇲🇽❤️ lado correcto historia bien esto. verguenza hacer historia peor ej: loret felipe calderon garcia luna peña n. dresser etc. algun dia años mas seran recordados peor epoca,gerardovelzque1 iann58 siii 1000% amlo 👏👏❤️🇲🇽❤️ lado correcto historia bien esto. verguenza hacer historia peor ej: loret felipe calderon garcia luna peña n. dresser etc. algun dia años mas seran recordados peor epoca,"['gerardovelzque1', 'iann58', 'siii', '1000', '%', 'amlo', '👏👏❤️🇲🇽❤️', 'lado', 'correcto', 'historia', 'bien', 'esto', '.', 'verguenza', 'hacer', 'historia', 'peor', 'ej', ':', 'loret', 'felipe', 'calderon', 'garcia', 'luna', 'peña', 'n.', 'dresser', 'etc', '.', 'algun', 'dia', 'años', 'mas', 'seran', 'recordados', 'peor', 'epoca']"
337,1619,30/10/2020 07:00,1.32e+18,536870924.0,Académico británico asegura que México ha avanzado mucho con AMLO https://t.co/Uo5nrkpF03,,0,0,0.0,academico britanico asegura mexico avanzado amlo https://t.co/uo5nrkpf03,academico britanico asegura mexico avanzado amlo ,"['academico', 'britanico', 'asegura', 'mexico', 'avanzado', 'amlo']"
338,1628,30/10/2020 06:58,1.32e+18,1.30086e+18,"@Hannak13586305 Sigo a todo aquel que sea Amlovers, proAmlo y que apoye la 4T",,0,0,0.0,@hannak13586305 sigo aquel amlovers proamlo apoye 4t,hannak13586305 sigo aquel amlovers proamlo apoye 4t,"['hannak13586305', 'sigo', 'aquel', 'amlovers', 'proamlo', 'apoye', '4t']"
339,1636,30/10/2020 06:57,1.32e+18,1.302e+18,"@lorddelau @garcia_kame @JaimeRdzNL Todos los que están en contra de la 4T,din malinchistas chaqueteros corruptos entreguistas traidores  arrastrados y sin tan mierdas que venden hasta su propia madre por $$$sin huichicoleros,raterillos de vecindad  sin gentuza sin escrúpulos son mezquinos no son de Fiar hdspm https://t.co/giVjZQoIGv",,0,0,0.0,@lorddelau @garcia_kame @jaimerdznl estan 4t din malinchistas chaqueteros corruptos entreguistas traidores arrastrados tan mierdas venden propia madre $$$sin huichicoleros raterillos vecindad gentuza escrupulos mezquinos fiar hdspm https://t.co/givjzqoigv,lorddelau garcia_kame jaimerdznl estan 4t din malinchistas chaqueteros corruptos entreguistas traidores arrastrados tan mierdas venden propia madre $$$sin huichicoleros raterillos vecindad gentuza escrupulos mezquinos fiar hdspm ,"['lorddelau', 'garcia_kame', 'jaimerdznl', 'estan', '4t', 'din', 'malinchistas', 'chaqueteros', 'corruptos', 'entreguistas', 'traidores', 'arrastrados', 'tan', 'mierdas', 'venden', 'propia', 'madre', '$', '$', '$', 'sin', 'huichicoleros', 'raterillos', 'vecindad', 'gentuza', 'escrupulos', 'mezquinos', 'fiar', 'hdspm']"
340,1637,30/10/2020 06:57,1.32e+18,268080012.0,"@lopezdoriga @QuanticoTrends Estas pero si bien pendejo, el presidente AMLO puede tuitear lo que se le dé en gana y logra desestabilizar empresas corruptas, quitar servidores públicos corruptos e incluso influir en los mercados internacionales, ¿y tú qué pendejo?",México,0,0,0.0,@lopezdoriga @quanticotrends si bien pendejo presidente amlo puede tuitear gana logra desestabilizar empresas corruptas quitar servidores publicos corruptos incluso influir mercados internacionales pendejo,lopezdoriga quanticotrends si bien pendejo presidente amlo puede tuitear gana logra desestabilizar empresas corruptas quitar servidores publicos corruptos incluso influir mercados internacionales pendejo,"['lopezdoriga', 'quanticotrends', 'si', 'bien', 'pendejo', 'presidente', 'amlo', 'puede', 'tuitear', 'gana', 'logra', 'desestabilizar', 'empresas', 'corruptas', 'quitar', 'servidores', 'publicos', 'corruptos', 'incluso', 'influir', 'mercados', 'internacionales', 'pendejo']"
341,1638,30/10/2020 06:56,1.32e+18,9.49024e+17,"Apenas voy viendo la mañanera del presidente. 

Fue un mensaje FUERTE el de hoy eh 😎

Frontal para la mafia de las farmacéuticas en Mexico. Por andar saboteando al gobierno, ahora se van a ir ALV. Pues nuestro país ya encontró mejores opciones.",Mexico,2,13,0.0,apenas voy viendo mañanera presidente. mensaje fuerte hoy eh frontal mafia farmaceuticas mexico. andar saboteando gobierno ahora van ir alv. pues pais encontro mejores opciones.,apenas voy viendo mañanera presidente. mensaje fuerte hoy eh frontal mafia farmaceuticas mexico. andar saboteando gobierno ahora van ir alv. pues pais encontro mejores opciones.,"['apenas', 'voy', 'viendo', 'mañanera', 'presidente', '.', 'mensaje', 'fuerte', 'hoy', 'eh', 'frontal', 'mafia', 'farmaceuticas', 'mexico', '.', 'andar', 'saboteando', 'gobierno', 'ahora', 'van', 'ir', 'alv', '.', 'pues', 'pais', 'encontro', 'mejores', 'opciones', '.']"
342,1639,30/10/2020 06:56,1.32e+18,1.27785e+18,"@NieblaYnoche @Silvano_A Así es, deseo que de verdad tomen la palabra del presidente como dicen, y nos vayámos a consulta, juro que no soy la única que haría viaje para ir a mandarlos a CHASPM",,0,1,0.0,@nieblaynoche @silvano_a asi deseo verdad tomen palabra presidente dicen vayamos consulta juro unica haria viaje ir mandarlos chaspm,nieblaynoche silvano_a asi deseo verdad tomen palabra presidente dicen vayamos consulta juro unica haria viaje ir mandarlos chaspm,"['nieblaynoche', 'silvano_a', 'asi', 'deseo', 'verdad', 'tomen', 'palabra', 'presidente', 'dicen', 'vayamos', 'consulta', 'juro', 'unica', 'haria', 'viaje', 'ir', 'mandarlos', 'chaspm']"
343,1641,30/10/2020 06:56,1.32e+18,7.09155e+17,"@_VicenteSerrano @jorgeberry @FOXSportsMX Lo único que saben hacer es insultar a los que estamos en contra del desgobierno de la 4T. Defensores y lameculos de un merolico que está haciendo mierda al país, los convierte en animales, con todo respeto a los pobres animales.","Coyoacán, Ciudad de México",0,0,0.0,@_vicenteserrano @jorgeberry @foxsportsmx unico saben hacer insultar desgobierno 4t. defensores lameculos merolico haciendo mierda pais convierte animales respeto pobres animales.,_vicenteserrano jorgeberry foxsportsmx unico saben hacer insultar desgobierno 4t. defensores lameculos merolico haciendo mierda pais convierte animales respeto pobres animales.,"['_vicenteserrano', 'jorgeberry', 'foxsportsmx', 'unico', 'saben', 'hacer', 'insultar', 'desgobierno', '4t', '.', 'defensores', 'lameculos', 'merolico', 'haciendo', 'mierda', 'pais', 'convierte', 'animales', 'respeto', 'pobres', 'animales', '.']"
344,1643,30/10/2020 06:56,1.32e+18,2955633669.0,@Diego28146587 @Gueritas me estas diciendo pues de verdad que tu crees que salinas es mejor que el amlo ? porque si es cierto el ignorante eres tu y no a veces lo que sube es la gasolina lo que hace que suban todos los productos en general no necesariamente el maiz pero eso que chingados tiene que ver,,0,0,0.0,@diego28146587 @gueritas diciendo pues verdad crees salinas mejor amlo si cierto ignorante veces sube gasolina hace suban productos general necesariamente maiz chingados ver,diego28146587 gueritas diciendo pues verdad crees salinas mejor amlo si cierto ignorante veces sube gasolina hace suban productos general necesariamente maiz chingados ver,"['diego28146587', 'gueritas', 'diciendo', 'pues', 'verdad', 'crees', 'salinas', 'mejor', 'amlo', 'si', 'cierto', 'ignorante', 'veces', 'sube', 'gasolina', 'hace', 'suban', 'productos', 'general', 'necesariamente', 'maiz', 'chingados', 'ver']"
345,1660,02/11/2020 20:10,1.32e+18,1.30021e+18,Gracias #AMLO por comprarme el terraria,,0,0,0.0,gracias #amlo comprarme terraria,gracias amlo comprarme terraria,"['gracias', 'amlo', 'comprarme', 'terraria']"
346,1664,02/11/2020 20:10,1.32e+18,1.00873e+18,"De hecho es un grupo golpista de AMLO que no recibieron lo que el les prometió, es bien fácil recibir tu beca de nini mientras le echas la culpa al enemigo de tu amo https://t.co/M1HZk3kTrY",The Kirlian Frequency,0,0,0.0,hecho grupo golpista amlo recibieron prometio bien facil recibir beca nini mientras echas culpa enemigo amo https://t.co/m1hzk3ktry,hecho grupo golpista amlo recibieron prometio bien facil recibir beca nini mientras echas culpa enemigo amo ,"['hecho', 'grupo', 'golpista', 'amlo', 'recibieron', 'prometio', 'bien', 'facil', 'recibir', 'beca', 'nini', 'mientras', 'echas', 'culpa', 'enemigo', 'amo']"
347,1669,02/11/2020 20:10,1.32e+18,529493905.0,"Coincido.
No es pretexto que AMLO lo haga constantemente.  Cada quien es el único responsable de que tanto busca unir o dividir aún más, lo ya de por sí dividido. 

Lo vamos a lamentar https://t.co/AByMXjkgpN vía @El_Universal_Mx",CDMX,0,0,0.0,coincido. pretexto amlo haga constantemente. cada unico responsable busca unir dividir aun mas si dividido. vamos lamentar https://t.co/abymxjkgpn via @el_universal_mx,coincido. pretexto amlo haga constantemente. cada unico responsable busca unir dividir aun mas si dividido. vamos lamentar  via el_universal_mx,"['coincido', '.', 'pretexto', 'amlo', 'haga', 'constantemente', '.', 'cada', 'unico', 'responsable', 'busca', 'unir', 'dividir', 'aun', 'mas', 'si', 'dividido', '.', 'vamos', 'lamentar', 'via', 'el_universal_mx']"
348,1670,02/11/2020 20:10,1.32e+18,445490734.0,@JeronimoZarco Y Vzla le sigue en todo eso. Y no te preocupes que México con Lopez Obrador los pondrá en el mismo carril,"Santiago, Chile",0,0,0.0,@jeronimozarco vzla sigue eso. preocupes mexico lopez obrador pondra mismo carril,jeronimozarco vzla sigue eso. preocupes mexico lopez obrador pondra mismo carril,"['jeronimozarco', 'vzla', 'sigue', 'eso', '.', 'preocupes', 'mexico', 'lopez', 'obrador', 'pondra', 'mismo', 'carril']"
349,1672,02/11/2020 20:10,1.32e+18,1.3233e+18,@Jancarlo_luis @NachoRgz @_VicenteSerrano Es q en el momento da coraje las estupidez  de una tipa que nadie VOTO por ELLA se VOTO por AMLO q pare de mamar fuera @Claudiashein  ya lo demás son boberías las cuales tu tienes resentimientos  hacia nacho @Jancarlo_luis chupasela  correle,,0,0,0.0,@jancarlo_luis @nachorgz @_vicenteserrano momento da coraje estupidez tipa nadie voto voto amlo pare mamar @claudiashein demas boberias cuales resentimientos hacia nacho @jancarlo_luis chupasela correle,jancarlo_luis nachorgz _vicenteserrano momento da coraje estupidez tipa nadie voto voto amlo pare mamar claudiashein demas boberias cuales resentimientos hacia nacho jancarlo_luis chupasela correle,"['jancarlo_luis', 'nachorgz', '_vicenteserrano', 'momento', 'da', 'coraje', 'estupidez', 'tipa', 'nadie', 'voto', 'voto', 'amlo', 'pare', 'mamar', 'claudiashein', 'demas', 'boberias', 'cuales', 'resentimientos', 'hacia', 'nacho', 'jancarlo_luis', 'chupasela', 'correle']"
350,1675,02/11/2020 20:10,1.32e+18,7.64195e+17,"@LillyTellez Estás mal, si quieres atacar a AMLO hazlo directo. Si no aceptas las tradiciones y eres empática con el pueblo que gobiernan. Que hacés ahí? Su obligación es ver las mejoras que desde el puesto que tiene hacer que todos tengan acceso a una mejor calidad de vida",,0,0,0.0,@lillytellez mal si quieres atacar amlo hazlo directo. si aceptas tradiciones empatica pueblo gobiernan. haces ahi obligacion ver mejoras puesto hacer acceso mejor calidad vida,lillytellez mal si quieres atacar amlo hazlo directo. si aceptas tradiciones empatica pueblo gobiernan. haces ahi obligacion ver mejoras puesto hacer acceso mejor calidad vida,"['lillytellez', 'mal', 'si', 'quieres', 'atacar', 'amlo', 'hazlo', 'directo', '.', 'si', 'aceptas', 'tradiciones', 'empatica', 'pueblo', 'gobiernan', '.', 'haces', 'ahi', 'obligacion', 'ver', 'mejoras', 'puesto', 'hacer', 'acceso', 'mejor', 'calidad', 'vida']"
351,1676,02/11/2020 20:10,1.32e+18,94337551.0,"@RicardoAnayaC Ay, ya salió el androide del PAN a hablar de mentiras... wey, fuiste el candidato que más mentiras ladró en campaña. Mejor muéstranos completo el discurso de AMLO en el Jardín de las Rosas y sigue de opinologo, porque tu carrera política se fue por el caño.",,0,0,0.0,@ricardoanayac ay salio androide pan hablar mentiras wey candidato mas mentiras ladro campaña. mejor muestranos completo discurso amlo jardin rosas sigue opinologo carrera politica caño.,ricardoanayac ay salio androide pan hablar mentiras wey candidato mas mentiras ladro campaña. mejor muestranos completo discurso amlo jardin rosas sigue opinologo carrera politica caño.,"['ricardoanayac', 'ay', 'salio', 'androide', 'pan', 'hablar', 'mentiras', 'wey', 'candidato', 'mas', 'mentiras', 'ladro', 'campaña', '.', 'mejor', 'muestranos', 'completo', 'discurso', 'amlo', 'jardin', 'rosas', 'sigue', 'opinologo', 'carrera', 'politica', 'caño', '.']"
352,1679,02/11/2020 20:09,1.32e+18,7.17808e+17,"@Arcange33230548 Dije lo que dije, sí crees que ellos abonan es tú problema, no puerden la oportunidad de golpear a AMLO o cualquier funcionario de la 4T.
El presidente y la 4T no ganó por ellos.","Distrito Federal, México",0,0,0.0,@arcange33230548 dije dije si crees abonan problema puerden oportunidad golpear amlo cualquier funcionario 4t. presidente 4t gano ellos.,arcange33230548 dije dije si crees abonan problema puerden oportunidad golpear amlo cualquier funcionario 4t. presidente 4t gano ellos.,"['arcange33230548', 'dije', 'dije', 'si', 'crees', 'abonan', 'problema', 'puerden', 'oportunidad', 'golpear', 'amlo', 'cualquier', 'funcionario', '4t', '.', 'presidente', '4t', 'gano', 'ellos', '.']"
353,1695,02/11/2020 20:09,1.32e+18,7.41145e+17,"@MD_H0_DrAaronFC No hagas caso Tokayo! 
La derecha ahora está apostando a la división entre nosotros. 

Eres un luchador de la 4T y todos los sabemos. 

Mi apoyo para tí Dr.",,0,0,0.0,@md_h0_draaronfc hagas caso tokayo derecha ahora apostando division nosotros. luchador 4t sabemos. apoyo dr.,md_h0_draaronfc hagas caso tokayo derecha ahora apostando division nosotros. luchador 4t sabemos. apoyo dr.,"['md_h0_draaronfc', 'hagas', 'caso', 'tokayo', 'derecha', 'ahora', 'apostando', 'division', 'nosotros', '.', 'luchador', '4t', 'sabemos', '.', 'apoyo', 'dr', '.']"
354,1699,02/11/2020 20:09,1.32e+18,4529100396.0,"@TruebaLara Va la respuesta de AMLO: Son nuestros adversarios, están detrás de todo esto, solo quieren desestabilizar el pais, junto con la prensa y críticos q no creen en la 4T, ASI O ME EQUIVOCO?",,0,0,0.0,@truebalara va respuesta amlo: adversarios estan detras solo quieren desestabilizar pais junto prensa criticos creen 4t asi equivoco,truebalara va respuesta amlo: adversarios estan detras solo quieren desestabilizar pais junto prensa criticos creen 4t asi equivoco,"['truebalara', 'va', 'respuesta', 'amlo', ':', 'adversarios', 'estan', 'detras', 'solo', 'quieren', 'desestabilizar', 'pais', 'junto', 'prensa', 'criticos', 'creen', '4t', 'asi', 'equivoco']"
355,1700,02/11/2020 20:09,1.32e+18,339511739.0,"@Ruben80510775 Qué hermosa foto sobre nuestro presidente AMLO amigo Rubén!! Suscribo x AMLO es todo un Señor! Un Caballero! Un gran ser humano con un corazón entregado a su pueblo!!! 
No divisiones, Es momento de Unidad X AMLO!!!!! https://t.co/aZ7FntzrZB","Veracruz, Veracruz de Ignacio ",0,0,0.0,@ruben80510775 hermosa foto presidente amlo amigo ruben suscribo amlo señor caballero gran ser humano corazon entregado pueblo divisiones momento unidad amlo https://t.co/az7fntzrzb,ruben80510775 hermosa foto presidente amlo amigo ruben suscribo amlo señor caballero gran ser humano corazon entregado pueblo divisiones momento unidad amlo ,"['ruben80510775', 'hermosa', 'foto', 'presidente', 'amlo', 'amigo', 'ruben', 'suscribo', 'amlo', 'señor', 'caballero', 'gran', 'ser', 'humano', 'corazon', 'entregado', 'pueblo', 'divisiones', 'momento', 'unidad', 'amlo']"
356,1704,02/11/2020 20:08,1.32e+18,2511482731.0,"@FilipoOcadiz Esto es un claro ejemplo de la falta de FORMACIÓN POLÍTICA.

Hoy AMLO esta construyendo un ESTADO DE DERECHO para TODOS, simpatizantes y opositores a él.

Están reclamando que hoy la policía hizo lo debido, pidiendo que se siga haciendo lo indebido.",,1,1,0.0,@filipoocadiz claro ejemplo falta formacion politica. hoy amlo construyendo derecho simpatizantes opositores el. estan reclamando hoy policia hizo debido pidiendo siga haciendo indebido.,filipoocadiz claro ejemplo falta formacion politica. hoy amlo construyendo derecho simpatizantes opositores el. estan reclamando hoy policia hizo debido pidiendo siga haciendo indebido.,"['filipoocadiz', 'claro', 'ejemplo', 'falta', 'formacion', 'politica', '.', 'hoy', 'amlo', 'construyendo', 'derecho', 'simpatizantes', 'opositores', 'el', '.', 'estan', 'reclamando', 'hoy', 'policia', 'hizo', 'debido', 'pidiendo', 'siga', 'haciendo', 'indebido', '.']"
